t,vacc_status,symptomatic,asymptomatic,hospitalised,dead
45,unvaccinated,0.8660254037844386,2.6457513110645907,0.0,0.0
45,vaccinated,0.5,1.5811388300841898,0.0,0.0
46,unvaccinated,1.4142135623730951,2.7386127875258306,0.0,0.0
46,vaccinated,0.7071067811865476,1.6583123951777,0.0,0.0
47,unvaccinated,1.118033988749895,3.905124837953327,0.0,0.0
47,vaccinated,0.0,1.118033988749895,0.0,0.0
48,unvaccinated,0.7071067811865476,2.0,0.0,0.0
48,vaccinated,0.0,1.3228756555322954,0.0,0.0
49,unvaccinated,1.3228756555322954,1.5,0.0,0.0
49,vaccinated,0.5,1.3228756555322954,0.0,0.0
50,unvaccinated,1.3228756555322954,2.179449471770337,0.0,0.0
50,vaccinated,0.5,1.6583123951777,0.0,0.0
51,unvaccinated,1.3228756555322954,1.8027756377319946,0.0,0.0
51,vaccinated,1.118033988749895,2.179449471770337,0.0,0.0
52,unvaccinated,1.3228756555322954,2.29128784747792,0.0,0.0
52,vaccinated,1.224744871391589,2.29128784747792,0.0,0.0
53,unvaccinated,1.7320508075688772,1.8027756377319946,0.5,0.0
53,vaccinated,0.0,2.23606797749979,0.0,0.0
54,unvaccinated,0.5,1.0,0.0,0.0
54,vaccinated,0.7071067811865476,2.345207879911715,0.0,0.0
55,unvaccinated,0.0,1.0,0.0,0.0
55,vaccinated,0.7071067811865476,2.179449471770337,0.0,0.0
56,unvaccinated,0.8660254037844386,2.179449471770337,0.0,0.0
56,vaccinated,0.5,1.8708286933869707,0.0,0.0
57,unvaccinated,0.5,2.179449471770337,0.0,0.0
57,vaccinated,0.5,2.345207879911715,0.0,0.0
58,unvaccinated,0.5,1.3228756555322954,0.0,0.0
58,vaccinated,0.7071067811865476,2.9154759474226504,0.0,0.0
59,unvaccinated,1.4142135623730951,2.5,0.0,0.0
59,vaccinated,1.118033988749895,1.6583123951777,0.0,0.0
60,unvaccinated,0.5,1.7320508075688772,0.0,0.0
60,vaccinated,0.7071067811865476,3.122498999199199,0.0,0.0
61,unvaccinated,1.118033988749895,1.6583123951777,0.0,0.0
61,vaccinated,0.7071067811865476,2.3979157616563596,0.0,0.0
62,unvaccinated,0.7071067811865476,1.4142135623730951,0.0,0.0
62,vaccinated,1.224744871391589,1.5,0.0,0.0
63,unvaccinated,0.0,1.5,0.0,0.0
63,vaccinated,0.5,2.179449471770337,0.0,0.0
64,unvaccinated,0.7071067811865476,2.179449471770337,0.0,0.0
64,vaccinated,0.7071067811865476,2.5,0.5,0.0
65,unvaccinated,1.224744871391589,1.0,0.0,0.0
65,vaccinated,1.3228756555322954,1.8708286933869707,0.0,0.0
66,unvaccinated,0.5,2.0615528128088303,0.0,0.0
66,vaccinated,0.7071067811865476,2.1213203435596424,0.0,0.0
67,unvaccinated,0.7071067811865476,1.4142135623730951,0.0,0.0
67,vaccinated,0.8660254037844386,1.8708286933869707,0.0,0.0
68,unvaccinated,1.0,1.3228756555322954,0.0,0.0
68,vaccinated,1.0,2.692582403567252,0.0,0.0
69,unvaccinated,0.7071067811865476,2.0615528128088303,0.0,0.0
69,vaccinated,1.0,1.8708286933869707,0.0,0.0
70,unvaccinated,0.0,2.345207879911715,0.0,0.0
70,vaccinated,0.7071067811865476,1.8708286933869707,0.0,0.0
71,unvaccinated,0.5,1.5811388300841898,0.0,0.0
71,vaccinated,1.0,2.3979157616563596,0.0,0.0
72,unvaccinated,0.8660254037844386,1.224744871391589,0.0,0.0
72,vaccinated,1.0,2.23606797749979,0.0,0.0
73,unvaccinated,0.8660254037844386,1.5811388300841898,0.0,0.0
73,vaccinated,0.0,2.598076211353316,0.0,0.0
74,unvaccinated,1.0,1.9364916731037085,0.0,0.0
74,vaccinated,0.8660254037844386,2.345207879911715,0.0,0.0
75,unvaccinated,0.7071067811865476,1.3228756555322954,0.0,0.0
75,vaccinated,1.118033988749895,3.0413812651491097,0.0,0.0
76,unvaccinated,0.0,1.3228756555322954,0.0,0.0
76,vaccinated,0.7071067811865476,3.5355339059327378,0.0,0.0
77,unvaccinated,0.5,1.3228756555322954,0.5,0.0
77,vaccinated,1.3228756555322954,1.6583123951777,0.0,0.0
78,unvaccinated,1.118033988749895,1.8708286933869707,0.0,0.0
78,vaccinated,0.5,2.3979157616563596,0.0,0.0
79,unvaccinated,0.5,2.0,0.0,0.0
79,vaccinated,1.4142135623730951,3.605551275463989,0.0,0.0
80,unvaccinated,0.7071067811865476,1.8708286933869707,0.0,0.0
80,vaccinated,1.224744871391589,2.449489742783178,0.0,0.0
81,unvaccinated,0.5,1.5,0.0,0.0
81,vaccinated,1.0,2.179449471770337,0.0,0.0
82,unvaccinated,0.0,1.4142135623730951,0.0,0.0
82,vaccinated,0.8660254037844386,3.427827300200522,0.0,0.0
83,unvaccinated,0.7071067811865476,1.6583123951777,0.0,0.0
83,vaccinated,0.7071067811865476,2.29128784747792,0.0,0.0
84,unvaccinated,0.8660254037844386,1.3228756555322954,0.0,0.0
84,vaccinated,1.224744871391589,2.1213203435596424,0.0,0.0
85,unvaccinated,0.8660254037844386,1.5,0.0,0.0
85,vaccinated,0.5,2.449489742783178,0.0,0.0
86,unvaccinated,0.5,2.179449471770337,0.0,0.0
86,vaccinated,1.118033988749895,2.9154759474226504,0.0,0.0
87,unvaccinated,0.0,1.5811388300841898,0.0,0.0
87,vaccinated,0.8660254037844386,2.5,0.0,0.0
88,unvaccinated,0.7071067811865476,2.3979157616563596,0.0,0.0
88,vaccinated,1.0,2.179449471770337,0.0,0.0
89,unvaccinated,0.7071067811865476,2.179449471770337,0.0,0.0
89,vaccinated,1.224744871391589,2.0,0.0,0.0
90,unvaccinated,0.5,1.6583123951777,0.0,0.0
90,vaccinated,1.0,2.345207879911715,0.0,0.0
91,unvaccinated,0.5,1.5811388300841898,0.0,0.0
91,vaccinated,1.0,3.0,0.0,0.0
92,unvaccinated,0.0,1.8708286933869707,0.0,0.0
92,vaccinated,0.5,1.8708286933869707,0.0,0.0
93,unvaccinated,0.7071067811865476,1.224744871391589,0.0,0.0
93,vaccinated,0.8660254037844386,3.082207001484488,0.0,0.0
94,unvaccinated,0.5,1.224744871391589,0.0,0.0
94,vaccinated,0.7071067811865476,2.6457513110645907,0.0,0.0
95,unvaccinated,0.5,1.0,0.0,0.0
95,vaccinated,0.8660254037844386,3.640054944640259,0.0,0.0
96,unvaccinated,0.0,1.5811388300841898,0.0,0.0
96,vaccinated,1.0,2.345207879911715,0.0,0.0
97,unvaccinated,0.0,1.8708286933869707,0.0,0.0
97,vaccinated,0.7071067811865476,3.570714214271425,0.0,0.0
98,unvaccinated,0.7071067811865476,2.1213203435596424,0.0,0.0
98,vaccinated,1.3228756555322954,3.391164991562634,0.0,0.0
99,unvaccinated,0.7071067811865476,2.1213203435596424,0.0,0.0
99,vaccinated,0.5,2.958039891549808,0.0,0.0
100,unvaccinated,0.0,2.692582403567252,0.0,0.0
100,vaccinated,0.7071067811865476,3.0413812651491097,0.0,0.0
101,unvaccinated,0.0,1.9364916731037085,0.0,0.0
101,vaccinated,1.224744871391589,2.598076211353316,0.0,0.0
102,unvaccinated,0.5,2.0,0.0,0.0
102,vaccinated,1.3228756555322954,4.444097208657794,0.0,0.0
103,unvaccinated,0.5,2.23606797749979,0.0,0.0
103,vaccinated,1.224744871391589,2.6457513110645907,0.0,0.0
104,unvaccinated,1.0,2.0,0.0,0.0
104,vaccinated,0.8660254037844386,2.8722813232690143,0.0,0.0
105,unvaccinated,0.5,1.0,0.0,0.0
105,vaccinated,1.6583123951777,2.29128784747792,0.0,0.0
106,unvaccinated,0.5,0.8660254037844386,0.0,0.0
106,vaccinated,0.7071067811865476,3.905124837953327,0.0,0.0
107,unvaccinated,0.5,1.8708286933869707,0.0,0.0
107,vaccinated,1.3228756555322954,3.082207001484488,0.0,0.0
108,unvaccinated,1.0,1.3228756555322954,0.0,0.0
108,vaccinated,1.0,2.8284271247461903,0.0,0.0
109,unvaccinated,1.0,2.23606797749979,0.0,0.0
109,vaccinated,0.0,2.8284271247461903,0.0,0.0
110,unvaccinated,0.5,2.179449471770337,0.0,0.0
110,vaccinated,0.8660254037844386,2.345207879911715,0.0,0.0
111,unvaccinated,1.224744871391589,2.23606797749979,0.0,0.0
111,vaccinated,0.5,2.3979157616563596,0.0,0.0
112,unvaccinated,0.5,3.1622776601683795,0.0,0.0
112,vaccinated,1.0,2.6457513110645907,0.0,0.0
113,unvaccinated,0.7071067811865476,1.5811388300841898,0.0,0.0
113,vaccinated,1.3228756555322954,2.598076211353316,0.0,0.0
114,unvaccinated,0.5,1.5811388300841898,0.0,0.0
114,vaccinated,1.224744871391589,2.0,0.0,0.0
115,unvaccinated,1.0,1.224744871391589,0.0,0.0
115,vaccinated,1.3228756555322954,4.06201920231798,0.0,0.0
116,unvaccinated,0.8660254037844386,2.0615528128088303,0.0,0.0
116,vaccinated,1.3228756555322954,3.3166247903554,0.0,0.0
117,unvaccinated,0.8660254037844386,1.9364916731037085,0.0,0.0
117,vaccinated,1.224744871391589,3.2015621187164243,0.0,0.0
118,unvaccinated,0.0,1.9364916731037085,0.0,0.0
118,vaccinated,0.8660254037844386,4.9749371855331,0.0,0.0
119,unvaccinated,0.7071067811865476,2.3979157616563596,0.0,0.0
119,vaccinated,1.8708286933869707,3.3541019662496847,0.0,0.0
120,unvaccinated,0.7071067811865476,1.8027756377319946,0.0,0.0
120,vaccinated,1.118033988749895,3.570714214271425,0.0,0.0
121,unvaccinated,0.8660254037844386,2.1213203435596424,0.0,0.0
121,vaccinated,0.8660254037844386,2.179449471770337,0.0,0.0
122,unvaccinated,0.7071067811865476,2.8722813232690143,0.0,0.0
122,vaccinated,1.9364916731037085,3.122498999199199,0.5,0.0
123,unvaccinated,0.8660254037844386,2.5495097567963922,0.0,0.0
123,vaccinated,1.224744871391589,2.958039891549808,0.0,0.0
124,unvaccinated,1.0,3.1622776601683795,0.0,0.0
124,vaccinated,2.0,4.031128874149275,0.0,0.0
125,unvaccinated,1.224744871391589,2.6457513110645907,0.0,0.0
125,vaccinated,1.0,4.272001872658765,0.0,0.0
126,unvaccinated,0.7071067811865476,2.0,0.0,0.0
126,vaccinated,1.5811388300841898,3.2015621187164243,0.0,0.0
127,unvaccinated,1.3228756555322954,1.7320508075688772,0.0,0.0
127,vaccinated,1.224744871391589,4.795831523312719,0.0,0.0
128,unvaccinated,0.5,1.8027756377319946,0.0,0.0
128,vaccinated,1.5,3.9370039370059056,0.0,0.0
129,unvaccinated,0.5,2.958039891549808,0.0,0.0
129,vaccinated,1.4142135623730951,4.415880433163924,0.0,0.0
130,unvaccinated,0.7071067811865476,2.5,0.0,0.0
130,vaccinated,1.4142135623730951,3.24037034920393,0.0,0.0
131,unvaccinated,0.5,2.1213203435596424,0.0,0.0
131,vaccinated,1.8027756377319946,2.9154759474226504,0.0,0.0
132,unvaccinated,1.9364916731037085,2.6457513110645907,0.0,0.0
132,vaccinated,1.9364916731037085,3.8078865529319543,0.0,0.0
133,unvaccinated,0.8660254037844386,2.6457513110645907,0.0,0.0
133,vaccinated,2.0615528128088303,2.345207879911715,0.0,0.0
134,unvaccinated,0.7071067811865476,2.0615528128088303,0.0,0.0
134,vaccinated,1.4142135623730951,4.031128874149275,0.0,0.0
135,unvaccinated,1.0,2.345207879911715,0.0,0.0
135,vaccinated,0.8660254037844386,3.570714214271425,0.0,0.0
136,unvaccinated,1.118033988749895,2.5,0.0,0.0
136,vaccinated,1.224744871391589,5.267826876426369,0.0,0.0
137,unvaccinated,1.118033988749895,1.8708286933869707,0.0,0.0
137,vaccinated,2.692582403567252,5.477225575051661,0.0,0.0
138,unvaccinated,1.0,2.179449471770337,0.0,0.0
138,vaccinated,1.4142135623730951,5.937171043518958,0.0,0.0
139,unvaccinated,0.7071067811865476,1.8708286933869707,0.0,0.0
139,vaccinated,1.8027756377319946,4.527692569068709,0.0,0.0
140,unvaccinated,1.118033988749895,3.2015621187164243,0.0,0.0
140,vaccinated,2.179449471770337,4.358898943540674,0.0,0.0
141,unvaccinated,0.7071067811865476,1.7320508075688772,0.0,0.0
141,vaccinated,1.5811388300841898,5.454356057317857,0.0,0.0
142,unvaccinated,1.0,2.5,0.0,0.0
142,vaccinated,1.8708286933869707,6.910137480542627,0.0,0.0
143,unvaccinated,1.118033988749895,2.449489742783178,0.0,0.0
143,vaccinated,1.9364916731037085,3.9370039370059056,0.0,0.0
144,unvaccinated,1.3228756555322954,2.23606797749979,0.0,0.0
144,vaccinated,2.1213203435596424,5.744562646538029,0.0,0.0
145,unvaccinated,1.0,2.598076211353316,0.0,0.0
145,vaccinated,2.345207879911715,5.338539126015656,0.0,0.0
146,unvaccinated,1.6583123951777,2.5,0.0,0.0
146,vaccinated,1.224744871391589,7.19374728496908,0.0,0.0
147,unvaccinated,1.8708286933869707,3.122498999199199,0.0,0.0
147,vaccinated,1.224744871391589,3.082207001484488,0.0,0.0
148,unvaccinated,1.118033988749895,3.2015621187164243,0.0,0.0
148,vaccinated,1.5,5.545268253204709,0.0,0.0
149,unvaccinated,1.118033988749895,2.0,0.0,0.0
149,vaccinated,2.179449471770337,7.158910531638177,0.0,0.0
150,unvaccinated,1.224744871391589,2.5,0.0,0.0
150,vaccinated,2.0615528128088303,5.656854249492381,0.0,0.0
151,unvaccinated,1.5,2.6457513110645907,0.0,0.0
151,vaccinated,2.23606797749979,5.916079783099616,0.0,0.0
152,unvaccinated,0.7071067811865476,3.570714214271425,0.0,0.0
152,vaccinated,1.9364916731037085,6.103277807866851,0.0,0.0
153,unvaccinated,0.7071067811865476,2.7386127875258306,0.0,0.0
153,vaccinated,1.9364916731037085,4.636809247747852,0.0,0.0
154,unvaccinated,1.3228756555322954,2.7838821814150108,0.0,0.0
154,vaccinated,2.6457513110645907,7.365459931328117,0.0,0.0
155,unvaccinated,1.118033988749895,4.5,0.0,0.0
155,vaccinated,2.29128784747792,5.477225575051661,0.0,0.0
156,unvaccinated,1.4142135623730951,2.6457513110645907,0.0,0.0
156,vaccinated,1.4142135623730951,4.769696007084728,0.0,0.0
157,unvaccinated,1.0,3.427827300200522,0.0,0.0
157,vaccinated,1.6583123951777,6.5,0.0,0.0
158,unvaccinated,1.0,2.8722813232690143,0.0,0.0
158,vaccinated,2.7386127875258306,6.59545297913646,0.0,0.0
159,unvaccinated,1.118033988749895,3.774917217635375,0.0,0.0
159,vaccinated,3.1622776601683795,6.855654600401044,0.0,0.0
160,unvaccinated,1.5,3.9370039370059056,0.0,0.0
160,vaccinated,1.9364916731037085,5.916079783099616,0.0,0.0
161,unvaccinated,1.224744871391589,2.9154759474226504,0.0,0.0
161,vaccinated,2.6457513110645907,8.108637370113428,0.0,0.0
162,unvaccinated,1.5811388300841898,2.692582403567252,0.0,0.0
162,vaccinated,2.5495097567963922,9.772410142846033,0.0,0.0
163,unvaccinated,1.118033988749895,4.031128874149275,0.0,0.0
163,vaccinated,2.23606797749979,7.262919523166975,0.0,0.0
164,unvaccinated,1.0,2.8722813232690143,0.5,0.0
164,vaccinated,2.598076211353316,7.5,0.0,0.0
165,unvaccinated,1.8027756377319946,5.172040216394301,0.0,0.0
165,vaccinated,2.7838821814150108,8.261355820929152,0.0,0.0
166,unvaccinated,1.9364916731037085,2.958039891549808,0.0,0.0
166,vaccinated,4.183300132670378,13.114877048604,0.0,0.0
167,unvaccinated,1.6583123951777,4.0,0.0,0.0
167,vaccinated,2.958039891549808,8.602325267042627,0.0,0.0
168,unvaccinated,0.7071067811865476,3.570714214271425,0.0,0.0
168,vaccinated,2.3979157616563596,8.32165848854662,0.0,0.0
169,unvaccinated,1.7320508075688772,4.301162633521313,0.0,0.0
169,vaccinated,3.082207001484488,8.396427811873332,0.0,0.0
170,unvaccinated,1.5,3.5,0.0,0.0
170,vaccinated,4.55521678957215,10.816653826391969,0.5,0.0
171,unvaccinated,2.1213203435596424,2.5,0.0,0.0
171,vaccinated,2.345207879911715,12.62933094031509,0.0,0.0
172,unvaccinated,1.3228756555322954,3.3541019662496847,0.0,0.0
172,vaccinated,3.7080992435478315,10.307764064044152,0.0,0.0
173,unvaccinated,1.118033988749895,4.123105625617661,0.0,0.0
173,vaccinated,3.570714214271425,10.862780491200215,0.0,0.0
174,unvaccinated,0.8660254037844386,5.024937810560445,0.0,0.0
174,vaccinated,2.9154759474226504,6.7638746292343415,0.0,0.0
175,unvaccinated,2.0,4.924428900898052,0.0,0.0
175,vaccinated,2.8722813232690143,6.324555320336759,0.0,0.0
176,unvaccinated,2.0615528128088303,6.557438524302,0.0,0.0
176,vaccinated,2.9154759474226504,12.529964086141668,0.0,0.0
177,unvaccinated,1.224744871391589,5.0,0.0,0.0
177,vaccinated,1.8708286933869707,17.080690852538723,0.0,0.0
178,unvaccinated,1.5,5.916079783099616,0.0,0.0
178,vaccinated,3.082207001484488,10.954451150103322,0.0,0.0
179,unvaccinated,1.4142135623730951,5.1478150704935,0.0,0.0
179,vaccinated,3.122498999199199,14.115594213493104,0.0,0.0
180,unvaccinated,1.5811388300841898,7.106335201775948,0.0,0.0
180,vaccinated,3.774917217635375,11.423659658795863,0.0,0.0
181,unvaccinated,1.5811388300841898,7.3484692283495345,0.0,0.0
181,vaccinated,2.598076211353316,11.10180165558726,0.5,0.0
182,unvaccinated,2.598076211353316,5.958187643906492,0.0,0.0
182,vaccinated,3.6742346141747673,12.062338081814818,0.0,0.0
183,unvaccinated,1.9364916731037085,6.745368781616021,0.0,0.0
183,vaccinated,3.774917217635375,14.747881203752625,0.0,0.0
184,unvaccinated,2.1213203435596424,4.636809247747852,0.0,0.0
184,vaccinated,3.391164991562634,10.920164833920778,0.0,0.0
185,unvaccinated,2.345207879911715,4.769696007084728,0.5,0.0
185,vaccinated,4.123105625617661,9.82344135219425,0.0,0.0
186,unvaccinated,2.29128784747792,5.545268253204709,0.0,0.5
186,vaccinated,4.092676385936225,11.258330249197702,0.0,0.0
187,unvaccinated,1.6583123951777,6.6332495807108,0.0,0.0
187,vaccinated,4.0,11.045361017187261,0.0,0.0
188,unvaccinated,1.6583123951777,5.852349955359813,0.0,0.0
188,vaccinated,3.968626966596886,16.355427233796124,0.0,0.0
189,unvaccinated,1.5,4.769696007084728,0.0,0.0
189,vaccinated,3.905124837953327,12.55985668708047,0.0,0.0
190,unvaccinated,1.118033988749895,7.44983221287567,0.5,0.0
190,vaccinated,3.905124837953327,11.045361017187261,0.0,0.0
191,unvaccinated,2.1213203435596424,4.847679857416329,0.0,0.0
191,vaccinated,3.427827300200522,13.105342422081156,0.0,0.0
192,unvaccinated,2.5,8.12403840463596,0.0,0.0
192,vaccinated,4.9749371855331,18.186533479473212,0.7071067811865476,0.0
193,unvaccinated,2.3979157616563596,5.916079783099616,0.0,0.0
193,vaccinated,3.1622776601683795,15.041608956491324,0.0,0.0
194,unvaccinated,1.5811388300841898,4.06201920231798,0.0,0.0
194,vaccinated,4.242640687119285,15.684387141358123,0.0,0.0
195,unvaccinated,1.8708286933869707,5.634713834792322,0.0,0.0
195,vaccinated,3.278719262151,17.98610574860495,0.0,0.0
196,unvaccinated,2.3979157616563596,6.34428877022476,0.0,0.0
196,vaccinated,4.330127018922194,17.811513130556875,0.0,0.0
197,unvaccinated,2.8284271247461903,6.041522986797286,0.0,0.0
197,vaccinated,3.0413812651491097,16.91892431568863,0.0,0.0
198,unvaccinated,1.4142135623730951,5.385164807134504,0.0,0.0
198,vaccinated,3.5355339059327378,15.700318468107582,0.0,0.0
199,unvaccinated,3.278719262151,5.852349955359813,0.0,0.0
199,vaccinated,5.634713834792322,13.181426326464068,0.0,0.0
200,unvaccinated,1.8708286933869707,5.385164807134504,0.0,0.0
200,vaccinated,4.123105625617661,19.672315572906,0.5,0.0
201,unvaccinated,2.179449471770337,5.634713834792322,0.0,0.0
201,vaccinated,5.123475382979799,13.509256086106296,0.0,0.0
202,unvaccinated,2.449489742783178,6.144102863722254,0.0,0.0
202,vaccinated,4.9749371855331,12.469963913339926,0.0,0.0
203,unvaccinated,2.29128784747792,6.87386354243376,0.0,0.0
203,vaccinated,3.427827300200522,17.930421077041107,0.0,0.0
204,unvaccinated,2.8722813232690143,6.103277807866851,0.0,0.0
204,vaccinated,3.278719262151,10.161200716450788,0.0,0.0
205,unvaccinated,2.5495097567963922,5.787918451395113,0.5,0.0
205,vaccinated,5.431390245600108,17.592612085759182,0.0,0.0
206,unvaccinated,3.0,6.041522986797286,0.0,0.0
206,vaccinated,3.427827300200522,14.99166435056495,0.5,0.0
207,unvaccinated,2.6457513110645907,6.06217782649107,0.0,0.0
207,vaccinated,5.123475382979799,15.92953232207399,0.0,0.0
208,unvaccinated,2.958039891549808,7.984359711335656,0.0,0.5
208,vaccinated,6.123724356957945,22.073740054644116,0.5,0.0
209,unvaccinated,2.8284271247461903,8.514693182963201,0.0,0.0
209,vaccinated,3.5355339059327378,20.20519735117675,0.7071067811865476,0.0
210,unvaccinated,2.5,9.912113800799505,0.0,0.0
210,vaccinated,3.7080992435478315,9.797958971132712,0.5,0.0
211,unvaccinated,2.3979157616563596,4.8218253804964775,0.0,0.0
211,vaccinated,4.716990566028302,13.546217184144066,0.5,0.0
212,unvaccinated,2.345207879911715,9.38083151964686,0.0,0.0
212,vaccinated,6.0,12.439855304624729,1.0,0.0
213,unvaccinated,3.122498999199199,6.264982043070834,0.5,0.0
213,vaccinated,5.196152422706632,14.071247279470288,0.5,0.0
214,unvaccinated,2.5,6.519202405202649,0.0,0.0
214,vaccinated,5.522680508593631,19.254869513969705,0.0,0.0
215,unvaccinated,3.3541019662496847,5.545268253204709,0.0,0.0
215,vaccinated,3.391164991562634,18.090052515125542,0.0,0.0
216,unvaccinated,2.449489742783178,6.892024376045111,0.0,0.0
216,vaccinated,4.663689526544408,16.393596310755,0.0,0.0
217,unvaccinated,3.0,5.07444578254611,0.0,0.0
217,vaccinated,4.0,12.884098726725126,0.5,0.0
218,unvaccinated,2.29128784747792,6.7638746292343415,0.0,0.0
218,vaccinated,4.847679857416329,14.265342617687105,0.0,0.0
219,unvaccinated,2.179449471770337,7.245688373094719,0.0,0.0
219,vaccinated,4.153311931459037,15.190457530963313,0.0,0.0
220,unvaccinated,2.8722813232690143,8.0,0.5,0.0
220,vaccinated,6.855654600401044,10.618380290797651,0.7071067811865476,0.0
221,unvaccinated,4.031128874149275,8.972179222463181,0.0,0.0
221,vaccinated,5.431390245600108,14.33527118683145,0.0,0.0
222,unvaccinated,2.179449471770337,5.656854249492381,0.0,0.0
